mean_std,max_std,mean_cv,stability_score,condition,signal
0.11338434433669169,0.5025189076296058,1.3520071754236367,0.8981624405683184,normal,MotorData.Motor_Pos2reached
261.0074176945953,511.9385745784487,5.610858463161393,0.00381668583584009,normal,MotorData.ActCurrent
462.57131920492793,804.415106858029,inf,0.002157165377951125,normal,MotorData.IsAcceleration
0.1135609959183652,0.5025189076296063,1.2086881945834,0.8980199590910507,normal,MotorData.Motor_Pos4reached
0.1397388457384723,0.4461960433384736,2.3496437730331974,0.8773939782249581,normal,MotorData.Motor_Pos3reached
57.433333263425816,111.66939119245235,0.3228771836687317,0.017113519701021627,normal,MotorData.IsForce
0.1446769207135192,0.4605661864718382,2.2875737554731335,0.8736089475593368,normal,MotorData.Motor_Pos1reached
38552.37058164466,71879.82617209356,-0.874270801250607,2.593806935459236e-05,normal,MotorData.ActSpeed
0.08609118000547457,0.5025189076296058,1.1442259109156128,0.9207330088022253,lineardrive,MotorData.Motor_Pos2reached
332.1976982167559,914.1491982530342,0.8322283236438653,0.0030012212129672867,lineardrive,MotorData.ActCurrent
453.39172883139054,915.0702393419283,inf,0.002200744284170424,lineardrive,MotorData.IsAcceleration
0.08609927484586567,0.5025189076296063,0.8827740720710325,0.920726146458311,lineardrive,MotorData.Motor_Pos4reached
0.10619424417585924,0.4461960433384736,2.3450683265086174,0.904000364551728,lineardrive,MotorData.Motor_Pos3reached
73.11697268500582,200.7340818499975,-0.4307559741654137,0.01349218625334254,lineardrive,MotorData.IsForce
0.10994625021944551,0.45604802157206853,2.2831662076799026,0.9009445275411235,lineardrive,MotorData.Motor_Pos1reached
30274.436162470905,78732.40831532665,0.2217799167986669,3.303007740775635e-05,lineardrive,MotorData.ActSpeed
0.08471620733204267,0.5025189076296058,0.6745096026741428,0.921900118427833,pressure,MotorData.Motor_Pos2reached
198.34406362372232,501.8409104426823,1.3305972378857336,0.005016452367939981,pressure,MotorData.ActCurrent
343.50223078101084,799.4052796367502,inf,0.0029027388232956562,pressure,MotorData.IsAcceleration
0.08302310719548962,0.5025189076296063,1.0925534605651765,0.9233413334915082,pressure,MotorData.Motor_Pos4reached
0.10401770802671097,0.4461960433384736,2.352852839464743,0.9057825728061651,pressure,MotorData.Motor_Pos3reached
43.80927432362151,112.40554463480177,1.057667759275584,0.02231680863157481,pressure,MotorData.IsForce
0.10782112336320879,0.45604802157206853,2.2885859586525825,0.9026728042196226,pressure,MotorData.Motor_Pos1reached
28608.716942846433,70018.60341880302,-12.523991617450111,3.495315951561834e-05,pressure,MotorData.ActSpeed
