DateTime,observed,trend,seasonal,residual,method
2023-01-31,154.19605846026818,161.7716252256193,-25.449050441562605,17.873483676211492,Moving Average
2023-02-28,154.79575153881612,161.7716252256193,-41.67690784218897,34.7010341553858,Moving Average
2023-03-31,176.32306567777357,171.18277341019007,-20.149593703231517,25.28988597081502,Moving Average
2023-04-30,182.42950301398042,183.6676038118936,-14.043156367024665,12.805055569111488,Moving Average
2023-05-31,192.25024274392678,191.59129235065635,-4.222416637078311,4.881367030348741,Moving Average
2023-06-30,200.09413129406192,196.7922281985881,3.621471913056837,-0.31956881758301847,Moving Average
2023-07-31,198.03231055777562,215.61761384229553,1.5596511767705294,-19.14495446129044,Moving Average
2023-08-31,248.72639967504898,225.7926361539368,52.253740294043894,-29.31997677293171,Moving Average
2023-09-30,230.61919822898582,237.41942927984283,34.146538847980736,-40.94676989883774,Moving Average
2023-10-31,232.91268993549374,222.38221940984806,36.44003055448866,-25.909560028842975,Moving Average
2023-11-30,203.61477006506462,209.60891711460397,7.142110684059531,-13.136257733598882,Moving Average
2023-12-31,192.29929134325351,194.58840694231162,-4.1733680377515725,1.8842524386934656,Moving Average
2024-01-31,187.8511594186168,194.58840694231162,-25.449050441562605,18.71180291786777,Moving Average
