DateTime,observed,trend,seasonal,residual,method
2022-09-30,17.434081789885365,15.86735678383077,4.080391417569945,-2.5136664115153504,Moving Average
2022-10-31,14.309945792032456,15.86735678383077,3.1476666354653027,-4.705077627263616,Moving Average
2022-11-30,15.858042769574485,13.62543573536596,3.046410706378756,-0.8138036721702306,Moving Average
2022-12-31,10.708318644490932,11.118520385357465,-1.6061458291884136,1.1959440883218804,Moving Average
2023-01-31,6.789199742006983,9.712408658584017,-4.720248594247106,1.7970396776700719,Moving Average
2023-02-28,11.639707589254135,10.520196231328432,-0.7133482810349676,1.8328596389606702,Moving Average
2023-03-31,13.131681362724175,11.592429581411773,-0.7298304020263533,2.269082183338755,Moving Average
2023-04-30,10.005899792257011,12.102107801839106,-2.2046645085629066,0.10845649898081255,Moving Average
2023-05-31,13.168742250536129,10.798489347054984,-0.1800594374937603,2.550312340974905,Moving Average
2023-06-30,9.220825998371813,10.484782048995875,-2.192211313540172,0.9282552629161103,Moving Average
2023-07-31,9.064777898079681,11.332922840671655,-2.348259413832304,0.08011447124033033,Moving Average
2023-08-31,15.713164625563467,12.776906064240547,4.3001273136514815,-1.3638687523285622,Moving Average
2023-09-30,13.552775669078494,14.692467465788027,4.080391417569945,-5.220083214279478,Moving Average
2023-10-31,14.811462102722121,13.808363679602538,3.1476666354653027,-2.1445682123457193,Moving Average
2023-11-30,13.060853267006998,12.25925989689511,3.046410706378756,-2.244817336266868,Moving Average
2023-12-31,8.905464320956211,9.520898427095327,-1.6061458291884136,0.9907117230492979,Moving Average
2024-01-31,6.596377693322776,8.420504162259629,-4.720248594247106,2.896122125310253,Moving Average
2024-02-29,9.7596704724999,8.196926874289922,-0.7133482810349676,2.2760918792449463,Moving Average
2024-03-31,8.23473245704709,8.801749581329377,-0.7298304020263533,0.16281327774406584,Moving Average
2024-04-30,8.410845814441144,8.647597256596185,-2.2046645085629066,1.9679130664078652,Moving Average
2024-05-31,9.297213498300323,8.647597256596185,-0.1800594374937603,0.8296756791978979,Moving Average
