DateTime,observed,trend,seasonal,residual,method
2022-09-30,19.79634828312005,19.510787780124456,1.2011072819542576,-0.9155467789586638,Moving Average
2022-10-31,19.017504827800867,19.510787780124456,0.9469778291882847,-1.4402607815118742,Moving Average
2022-11-30,19.718510229452455,19.15287399447004,1.972941127915945,-1.407304892933528,Moving Average
2022-12-31,18.722606926156786,19.00575192292517,-0.33108851694112573,0.047943520172740506,Moving Average
2023-01-31,18.576138613166272,18.75363621438949,-0.8471955578839996,0.6696979566607801,Moving Average
2023-02-28,18.962163103845416,18.910261455717166,-0.12002065510463211,0.1719223032328827,Moving Average
2023-03-31,19.192482650139816,18.651857118056682,-0.7677887983661087,1.3084143304492422,Moving Average
2023-04-30,17.80092560018482,18.927985647580382,-1.7749174564876036,0.6478574090920404,Moving Average
2023-05-31,19.79054869241651,18.77925552795468,0.28017200050642543,0.7311211639554074,Moving Average
2023-06-30,18.746292291262705,18.656707002635304,-0.48662457624440947,0.5762098648718101,Moving Average
2023-07-31,17.433280024226708,18.85945869765285,-1.7996368432804069,0.3734581698542634,Moving Average
2023-08-31,20.39880377746914,19.63459460583285,1.1658869099620262,-0.40167773832573417,Moving Average
2023-09-30,21.071700015802698,20.93759611962059,1.2011072819542576,-1.06700338577215,Moving Average
2023-10-31,21.342284565589928,21.702396780928765,0.9469778291882847,-1.307090044527122,Moving Average
2023-11-30,22.693205761393667,21.03884670065293,1.972941127915945,-0.3185820671752069,Moving Average
2023-12-31,19.08104977497519,19.98985318081627,-0.33108851694112573,-0.5777148888999513,Moving Average
2024-01-31,18.195304006079954,18.846661034004896,-0.8471955578839996,0.19583852995905815,Moving Average
2024-02-29,19.263629320959545,18.398902271727234,-0.12002065510463211,0.984747704336943,Moving Average
2024-03-31,17.737773488142196,18.038825343651983,-0.7677887983661087,0.46673694285632195,Moving Average
2024-04-30,17.115073221854203,18.02949191786899,-1.7749174564876036,0.8604987604728151,Moving Average
2024-05-31,19.235629043610572,18.02949191786899,0.28017200050642543,0.9259651252351553,Moving Average
