DateTime,observed,trend,seasonal,residual,method
2022-09-30,12.553199951691035,12.591564702106945,0.8990860930008182,-0.9374508434167286,Moving Average
2022-10-31,12.480743277347804,12.591564702106945,1.5139170751379183,-1.6247384998970595,Moving Average
2022-11-30,12.740750877282,11.990639049241649,1.1341615785026509,-0.3840497504622995,Moving Average
2022-12-31,10.750422993095142,11.440026510007863,-0.6847629593979505,-0.004840557514770083,Moving Average
2023-01-31,10.828905659646452,11.016241978724102,-1.181397740431656,0.9940614213540062,Moving Average
2023-02-28,11.469397283430707,11.20389267330332,-0.1703491057953137,0.4358537159227005,Moving Average
2023-03-31,11.313375076832799,11.147616597840994,-0.6825682428143338,0.8483267218061386,Moving Average
2023-04-30,10.660077433259472,11.393498756979234,-0.9640423174792723,0.23062099375951028,Moving Average
2023-05-31,12.207043760845433,11.228894373901431,0.1825497035918655,0.7955996833521368,Moving Average
2023-06-30,10.819561927599382,11.456783040471898,-0.7016593708205701,0.06443825794805491,Moving Average
2023-07-31,11.343743432970877,11.49015857554348,-0.17747786544907562,0.031062722876471938,Moving Average
2023-08-31,12.307170366060182,11.97944287672719,0.7859490676402299,-0.45822157830723675,Moving Average
2023-09-30,12.287414831150505,12.728039555659542,0.8990860930008182,-1.3397108175098555,Moving Average
2023-10-31,13.589533469767938,12.815654392493883,1.5139170751379183,-0.7400379978638636,Moving Average
2023-11-30,12.570014876563206,12.360680677093335,1.1341615785026509,-0.924827379032779,Moving Average
2023-12-31,10.922493684948861,11.11441667261407,-0.6847629593979505,0.4928399717327423,Moving Average
2024-01-31,9.850741456330141,10.668527414365856,-1.181397740431656,0.3636117823959406,Moving Average
2024-02-29,11.23234710181857,10.482339864175716,-0.1703491057953137,0.9203563434381685,Moving Average
2024-03-31,10.363931034378437,10.68351955493963,-0.6825682428143338,0.3629797222531401,Moving Average
2024-04-30,10.454280528621888,10.672903268726175,-0.9640423174792723,0.7454195773749852,Moving Average
2024-05-31,11.200498243178203,10.672903268726175,0.1825497035918655,0.3450452708601617,Moving Average
