DateTime,zone1,zone2,city
2023-01-09 00:00:00,832.0,25.0,Marrakech
2023-01-09 00:10:00,837.1333333333333,27.2,Marrakech
2023-01-09 00:20:00,842.2666666666667,29.4,Marrakech
2023-01-09 00:30:00,847.4,31.6,Marrakech
2023-01-09 00:40:00,852.5333333333333,33.8,Marrakech
2023-01-09 00:50:00,857.6666666666666,36.0,Marrakech
2023-01-09 01:00:00,862.8,38.2,Marrakech
2023-01-09 01:10:00,867.9333333333334,40.400000000000006,Marrakech
2023-01-09 01:20:00,873.0666666666667,42.6,Marrakech
2023-01-09 01:30:00,878.2,44.8,Marrakech
2023-01-09 01:40:00,883.3333333333334,47.0,Marrakech
2023-01-09 01:50:00,888.4666666666667,49.2,Marrakech
2023-01-09 02:00:00,893.6,51.400000000000006,Marrakech
2023-01-09 02:10:00,898.7333333333333,53.6,Marrakech
2023-01-09 02:20:00,903.8666666666667,55.800000000000004,Marrakech
2023-01-09 02:30:00,909.0,58.0,Marrakech
2023-01-09 02:40:00,914.1333333333333,60.2,Marrakech
2023-01-09 02:50:00,919.2666666666667,62.400000000000006,Marrakech
2023-01-09 03:00:00,924.4,64.6,Marrakech
2023-01-09 03:10:00,929.5333333333333,66.80000000000001,Marrakech
2023-01-09 03:20:00,934.6666666666666,69.0,Marrakech
2023-01-09 03:30:00,939.8,71.2,Marrakech
2023-01-09 03:40:00,944.9333333333334,73.4,Marrakech
2023-01-09 03:50:00,950.0666666666667,75.6,Marrakech
2023-01-09 04:00:00,955.2,77.80000000000001,Marrakech
2023-01-09 04:10:00,960.3333333333334,80.0,Marrakech
2023-01-09 04:20:00,965.4666666666667,82.2,Marrakech
2023-01-09 04:30:00,970.6,84.4,Marrakech
2023-01-09 04:40:00,975.7333333333333,86.60000000000001,Marrakech
2023-01-09 04:50:00,980.8666666666667,88.80000000000001,Marrakech
2023-01-09 05:00:00,986.0,91.0,Marrakech
2023-01-09 05:10:00,991.1333333333333,93.2,Marrakech
2023-01-09 05:20:00,996.2666666666667,95.4,Marrakech
2023-01-09 05:30:00,1001.4,97.60000000000001,Marrakech
2023-01-09 05:40:00,1006.5333333333333,99.80000000000001,Marrakech
2023-01-09 05:50:00,1011.6666666666667,102.0,Marrakech
2023-01-09 06:00:00,1016.8,104.2,Marrakech
2023-01-09 06:10:00,1021.9333333333334,106.4,Marrakech
2023-01-09 06:20:00,1027.0666666666666,108.60000000000001,Marrakech
2023-01-09 06:30:00,1032.2,110.80000000000001,Marrakech
2023-01-09 06:40:00,1037.3333333333333,113.0,Marrakech
2023-01-09 06:50:00,1042.4666666666667,115.2,Marrakech
2023-01-09 07:00:00,1047.6,117.4,Marrakech
2023-01-09 07:10:00,1052.7333333333333,119.60000000000001,Marrakech
2023-01-09 07:20:00,1057.8666666666668,121.80000000000001,Marrakech
2023-01-09 07:30:00,1063.0,124.00000000000001,Marrakech
2023-01-09 07:40:00,1068.1333333333334,126.2,Marrakech
2023-01-09 07:50:00,1073.2666666666667,128.4,Marrakech
2023-01-09 08:00:00,1078.4,130.60000000000002,Marrakech
2023-01-09 08:10:00,1083.5333333333333,132.8,Marrakech
2023-01-09 08:20:00,1088.6666666666667,135.0,Marrakech
2023-01-09 08:30:00,1093.8,137.2,Marrakech
2023-01-09 08:40:00,1098.9333333333334,139.4,Marrakech
2023-01-09 08:50:00,1104.0666666666666,141.60000000000002,Marrakech
2023-01-09 09:00:00,1109.2,143.8,Marrakech
2023-01-09 09:10:00,1114.3333333333335,146.0,Marrakech
2023-01-09 09:20:00,1119.4666666666667,148.20000000000002,Marrakech
2023-01-09 09:30:00,1124.6,150.4,Marrakech
2023-01-09 09:40:00,1129.7333333333333,152.60000000000002,Marrakech
2023-01-09 09:50:00,1134.8666666666668,154.8,Marrakech
2023-01-09 10:00:00,1140.0,157.0,Marrakech
2023-01-09 10:10:00,1147.3333333333333,134.66666666666666,Marrakech
2023-01-09 10:20:00,1154.6666666666667,112.33333333333334,Marrakech
2023-01-09 10:30:00,1162.0,90.0,Marrakech
2023-01-09 10:40:00,1150.3333333333333,90.66666666666667,Marrakech
2023-01-09 10:50:00,1138.6666666666667,91.33333333333333,Marrakech
2023-01-09 11:00:00,1127.0,92.0,Marrakech
2023-01-09 11:10:00,1148.0,91.33333333333333,Marrakech
2023-01-09 11:20:00,1169.0,90.66666666666667,Marrakech
2023-01-09 11:30:00,1190.0,90.0,Marrakech
2023-01-09 11:40:00,1228.3333333333333,90.33333333333333,Marrakech
2023-01-09 11:50:00,1266.6666666666667,90.66666666666667,Marrakech
2023-01-09 12:00:00,1305.0,91.0,Marrakech
2023-01-09 12:10:00,1285.3333333333333,91.33333333333333,Marrakech
2023-01-09 12:20:00,1265.6666666666667,91.66666666666667,Marrakech
2023-01-09 12:30:00,1246.0,92.0,Marrakech
2023-01-09 12:40:00,1237.3333333333333,92.0,Marrakech
2023-01-09 12:50:00,1228.6666666666667,92.0,Marrakech
2023-01-09 13:00:00,1220.0,92.0,Marrakech
2023-01-09 13:10:00,1232.3333333333333,77.0,Marrakech
2023-01-09 13:20:00,1244.6666666666667,62.0,Marrakech
2023-01-09 13:30:00,1257.0,47.0,Marrakech
2023-01-09 13:40:00,1256.0,38.333333333333336,Marrakech
2023-01-09 13:50:00,1255.0,29.666666666666668,Marrakech
2023-01-09 14:00:00,1254.0,21.0,Marrakech
2023-01-09 14:10:00,1258.6666666666667,20.333333333333332,Marrakech
2023-01-09 14:20:00,1263.3333333333333,19.666666666666668,Marrakech
2023-01-09 14:30:00,1268.0,19.0,Marrakech
2023-01-09 14:40:00,1250.0,15.333333333333334,Marrakech
2023-01-09 14:50:00,1232.0,11.666666666666668,Marrakech
2023-01-09 15:00:00,1214.0,8.0,Marrakech
2023-01-09 15:10:00,1208.0,7.666666666666667,Marrakech
2023-01-09 15:20:00,1202.0,7.333333333333333,Marrakech
2023-01-09 15:30:00,1196.0,7.0,Marrakech
2023-01-09 15:40:00,1195.6666666666667,7.0,Marrakech
2023-01-09 15:50:00,1195.3333333333333,7.0,Marrakech
2023-01-09 16:00:00,1195.0,7.0,Marrakech
2023-01-09 16:10:00,1199.6666666666667,7.333333333333333,Marrakech
2023-01-09 16:20:00,1204.3333333333333,7.666666666666667,Marrakech
2023-01-09 16:30:00,1209.0,8.0,Marrakech
2023-01-09 16:40:00,1211.3333333333333,8.0,Marrakech
